id,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
2580,0,0.033215463,0,0.15762536,0,0.6860346,0,0.117931545,0,0
2581,0,0.57263887,0,0,0,0,0.4192743,0,0,0
2582,0,0.80826646,0,0,0,0.13016699,0,0,0,0
2583,0.41456133,0,0,0,0.56591856,0,0,0,0,0
2584,0,0.887604,0,0.10523493,0,0,0,0,0,0
2585,0.59168464,0,0,0,0,0,0.399708,0,0,0
2586,0.3858447,0,0.098232605,0,0.01593757,0,0.17011987,0,0.32647514,0
2587,0,0.18373239,0,0.091346785,0,0.27158138,0.3932874,0,0,0.056934956
2588,0,0.47248495,0,0.518958,0,0,0,0,0,0
2589,0,0,0,0.059077505,0,0,0,0.025242895,0,0.90721947
2590,0.016682824,0.016678503,0.016679749,0.016679378,0.016677644,0.28125104,0.016678264,0.016683772,0.58531076,0.01667811
2591,0,0.41811216,0,0,0,0.28600255,0.27462503,0,0,0
2592,0.01939106,0.21834107,0.50878716,0.019390875,0.019390868,0.019395946,0.019405345,0.019391108,0.019390954,0.13711567
2593,0.47564244,0,0,0,0,0.5168021,0,0,0,0
2594,0.0114226695,0,0,0,0.02835113,0,0.95596963,0,0,0
2595,0.15748942,0,0,0,0,0,0,0,0.75616735,0.080636844
2596,0.0111108,0.011112863,0.011109159,0.011112207,0.011109697,0.9000053,0.011111016,0.011109226,0.011110123,0.011109626
2597,0,0,0,0.31925356,0,0.61382157,0,0,0,0
2598,0,0.59189427,0,0,0,0,0.4044785,0,0,0
2599,0.2918512,0,0,0.03468138,0.06889494,0,0,0,0.3266311,0.2723148
2600,0.14355375,0,0,0,0.16299023,0,0.018368933,0.031137317,0.6416211,0
2601,0,0.6966297,0,0.12682593,0.1646434,0,0,0,0,0
2602,0.48657084,0.05642778,0,0,0,0.30216113,0.14739968,0,0,0
2603,0.012659387,0.012660414,0.012659173,0.012659935,0.18392365,0.7147981,0.012660868,0.012659404,0.012659403,0.012659659
2604,0.040678356,0,0,0.2889266,0.20620894,0.026863283,0.09165574,0.34302473,0,0
2605,0,0.22520646,0,0.45132455,0,0,0.3174305,0,0,0
2606,0.011111566,0.011110411,0.01111001,0.011110582,0.011112024,0.9000011,0.011111309,0.011110993,0.011110239,0.01111179
2607,0.103245206,0,0,0,0.35719243,0,0.53248864,0,0,0
2608,0,0.13754974,0,0.46972778,0,0,0.38834095,0,0,0
2609,0,0.4701428,0.1263075,0.39815885,0,0,0,0,0,0
2610,0,0.038889688,0.054120954,0.22733627,0,0.5205508,0.104708515,0,0.051963508,0
2611,0.099771366,0.13036853,0,0.2548808,0.0508601,0,0.43300644,0.02916602,0,0
2612,0,0,0,0,0.025832146,0.1140462,0.8552757,0,0,0
2613,0,0.6394003,0,0.10576571,0,0.08170725,0,0,0.16889167,0
2614,0,0,0,0.19384919,0,0,0,0,0.79280853,0
2615,0,0,0,0.86549246,0,0.029443953,0.10020474,0,0,0
2616,0.46222156,0,0,0,0,0.33646518,0.1939369,0,0,0
2617,0,0.9854693,0,0,0,0,0,0,0,0
2618,0,0,0,0.105175994,0,0.114088476,0.7342574,0,0,0.03956095
2619,0.011121144,0.89991874,0.011117537,0.011118456,0.011121594,0.011118306,0.0111217,0.011119339,0.011118324,0.011124934
2620,0.011138568,0.670795,0.011138233,0.24009448,0.011138279,0.011140424,0.011138811,0.011139086,0.011138782,0.011138324
2621,0,0.99061394,0,0,0,0,0,0,0,0
2622,0,0.7737656,0,0,0,0.118760854,0.026487587,0.074869655,0,0
2623,0.012497052,0.012496595,0.012495785,0.0124952635,0.5241468,0.012498151,0.012497014,0.012494482,0.22593264,0.16244623
2624,0,0.0879655,0,0.86471075,0,0,0.042648718,0,0,0
2625,0,0,0,0,0.32238916,0.035286695,0.6151935,0,0,0.023981044
2626,0.41088217,0.012530169,0.0125300195,0.012540488,0.012535513,0.012532373,0.48885655,0.012530745,0.01253197,0.012529995
2627,0,0.8617532,0,0,0,0,0.13204391,0,0,0
2628,0.029213807,0.04614864,0,0.42125756,0,0,0.49876028,0,0,0
2629,0,0.53873783,0,0.3166399,0,0,0.10233481,0,0.036431167,0
2630,0,0.313118,0,0.67475516,0,0,0,0,0,0
2631,0,0.5657063,0,0.14135991,0,0,0.29061374,0,0,0
2632,0,0.591165,0,0.36061954,0,0.04486638,0,0,0,0
2633,0,0,0,0.1528189,0,0,0,0.06746537,0.7742013,0
2634,0.011192231,0.8992802,0.011187946,0.011190922,0.011189322,0.011194942,0.0111900065,0.011191615,0.011193381,0.011189375
2635,0.020199375,0.020197289,0.020194363,0.020196874,0.60514855,0.020204045,0.020200534,0.23326842,0.020195477,0.020195035
2636,0,0,0,0.038917083,0,0,0.93399704,0,0.022802295,0
2637,0.016424557,0.8085421,0,0.10057427,0,0,0.054879785,0,0.017087359,0
2638,0.3228112,0,0,0.2351136,0,0,0,0,0.43639982,0
2639,0.32892603,0,0,0,0,0,0.66553235,0,0,0
2640,0,0.06664099,0,0.7682953,0,0.1583695,0,0,0,0
2641,0.28840476,0.59767085,0.10629999,0,0,0,0,0,0,0
2642,0.014274345,0.014267366,0.014267469,0.014273606,0.014267314,0.014268935,0.014273052,0.014270855,0.3311136,0.5547235
2643,0,0,0,0,0,0.9844721,0,0,0,0
2644,0.010006854,0.010005698,0.010005166,0.010007024,0.010006106,0.6146412,0.30531123,0.010005039,0.0100054415,0.010006279
2645,0.55154,0,0,0,0.34668756,0,0,0,0,0.09321953
2646,0.35636422,0.014350203,0.014349778,0.014350107,0.014350245,0.5288354,0.014350476,0.0143498145,0.01434982,0.014349894
2647,0,0.5030966,0,0.4826035,0,0,0,0,0,0
2648,0,0.56786674,0,0.42484775,0,0,0,0,0,0
2649,0.1553186,0,0,0,0,0,0.03131218,0,0.805954,0
2650,0.014296248,0.014292484,0.01429166,0.014292523,0.87135875,0.014295375,0.014294733,0.014292034,0.014293276,0.014292894
2651,0,0,0,0,0.99516034,0,0,0,0,0
2652,0,0,0,0,0,0,0.9915796,0,0,0
2653,0,0.3219293,0,0,0,0,0.6713432,0,0,0
2654,0.7741603,0,0,0,0,0.18365893,0,0,0,0
2655,0.03333022,0.29883146,0.03332965,0.03333054,0.033333857,0.4345203,0.03333063,0.03333213,0.03333019,0.03333104
2656,0,0.6992975,0,0.29423127,0,0,0,0,0,0
2657,0,0.790217,0.011275274,0,0,0,0.19026402,0,0,0
2658,0.025002567,0.025005251,0.025001192,0.025004825,0.025002405,0.7749738,0.025004828,0.0250018,0.02500159,0.025001694
2659,0,0.27282006,0,0,0,0,0,0.6401426,0,0.08188294
2660,0,0.77604014,0,0,0.017832393,0.19775268,0,0,0,0
2661,0,0.42459312,0,0.044390462,0,0,0.5128743,0,0.015041267,0
2662,0.34383413,0,0,0,0,0,0.65192765,0,0,0
2663,0.29764658,0,0,0.106031075,0.29463682,0,0,0,0.28953192,0
2664,0.011124239,0.011124526,0.011125469,0.8998896,0.011122688,0.01112509,0.0111236945,0.011121326,0.011122118,0.011121236
2665,0.28628013,0.34760594,0,0,0,0.3617277,0,0,0,0
2666,0,0.4521977,0,0.056590192,0,0,0,0,0,0.4863474
2667,0,0.21375455,0,0.32441813,0,0,0.44287375,0,0,0
2668,0.5372849,0,0,0.3124162,0.13998736,0,0,0,0,0
2669,0,0.74806327,0,0.055250082,0,0,0.19024162,0,0,0
2670,0,0.9516069,0,0.013117931,0,0.021087512,0,0,0,0.01107015
2671,0,0,0,0,0,0.43880612,0.5416849,0,0,0.015461431
2672,0,0.72539616,0,0,0.09342199,0,0,0.16117764,0.014021121,0
2673,0.47370002,0.18909208,0,0,0,0.089405544,0,0,0.23601684,0
2674,0,0.74137807,0,0.13034426,0,0,0,0,0.10488868,0
2675,0,0,0,0,0,0.18305518,0.28792343,0,0.11803633,0.4068921
2676,0,0.048766434,0.3311658,0.08116246,0.053971455,0,0,0.074793495,0.40742067,0
2677,0.7626877,0,0,0,0,0,0,0,0.23407485,0
2678,0,0.39151576,0,0.07884875,0,0,0.52645135,0,0,0
2679,0,0.6568874,0,0,0,0.27625152,0,0,0,0
2680,0,0.92781603,0,0,0,0,0.06232814,0,0,0
2681,0,0.56404054,0,0,0,0,0.4073959,0,0,0
2682,0,0,0,0,0.42503548,0,0.1660727,0,0.40649837,0
2683,0.25003922,0,0.026662923,0,0.08746116,0.26173127,0.11017872,0,0.25702173,0
2684,0,0.2802373,0,0,0.010299594,0.23570172,0.46606436,0,0,0
2685,0.025059694,0.02506998,0.025059517,0.025066653,0.02505931,0.7744412,0.025061084,0.025060087,0.02506052,0.025061993
2686,0,0,0,0,0.75675285,0,0.18370228,0,0,0.055794366
2687,0.37521568,0,0,0.13599192,0,0.48064288,0,0,0,0
2688,0.90476143,0,0,0,0,0.011979631,0.07742233,0,0,0
2689,0,0,0,0,0.037734635,0,0.86920303,0.08822742,0,0
2690,0,0.63536847,0,0,0,0.14134735,0.21892218,0,0,0
2691,0.30877078,0,0,0,0.17213441,0,0.1811899,0,0.018900478,0.316559
2692,0.42171016,0,0,0.06978883,0,0,0,0,0.49411145,0
2693,0,0.46615806,0,0.18389353,0,0,0,0.341379,0,0
2694,0.019995464,0.01999145,0.019989494,0.019990863,0.820074,0.019994065,0.019995395,0.019989563,0.019989826,0.019989913
2695,0.9539244,0,0,0,0,0.040760007,0,0,0,0
2696,0,0.40185854,0,0,0,0.10379376,0.08940341,0.39974326,0,0
2697,0.09999969,0.09999954,0.10000151,0.099999614,0.09999972,0.09999974,0.09999953,0.1000005,0.0999997,0.1000004
2698,0.32072434,0.011117025,0.011115916,0.011118239,0.01111837,0.011121892,0.5903349,0.011116184,0.011117141,0.011116017
2699,0.7077378,0,0,0,0.24748343,0,0,0,0,0.03155382
2700,0,0.9721879,0,0,0,0.020025937,0,0,0,0
2701,0.37548772,0,0,0.029435225,0,0,0,0.04025732,0.55084443,0
2702,0.025033971,0.02503452,0.025032472,0.025040142,0.025033388,0.025034968,0.7746837,0.02503862,0.025034506,0.025033705
2703,0,0.53217006,0,0,0,0.4588921,0,0,0,0
2704,0,0.19299416,0,0,0,0,0,0.10148642,0.6300696,0.071854755
2705,0,0.6817186,0,0,0,0.31283435,0,0,0,0
2706,0,0,0,0,0,0,0.0699177,0,0,0.9245871
2707,0.033232667,0.033236388,0.03323032,0.03323235,0.033232376,0.7009087,0.033234265,0.03323145,0.03323112,0.033230323
2708,0.12681124,0,0,0,0.70011854,0,0,0,0.16902076,0
2709,0.31099305,0.62102246,0,0,0,0,0.041077226,0,0.019380573,0
2710,0.28797457,0,0,0.20244165,0,0.14015843,0,0,0.36433557,0
2711,0,0,0,0.71162826,0,0,0.2837397,0,0,0
2712,0.016669577,0.016666582,0.016666818,0.016666923,0.016667895,0.8499934,0.016668938,0.016665597,0.01666621,0.016668009
2713,0.016620554,0.01662024,0.016618682,0.01661987,0.016622597,0.8504127,0.01662426,0.016622167,0.016619077,0.016619837
2714,0,0.5181966,0,0.2536886,0,0.16969797,0,0,0,0
2715,0,0,0,0.14642754,0,0,0.5377551,0.3126626,0,0
2716,0,0.5948309,0,0.035953306,0,0,0.17064123,0,0.19542648,0
2717,0,0,0,0.34945998,0,0,0.6364956,0,0,0
2718,0,0,0,0,0,0,0.77271867,0,0,0.1544693
2719,0.045837507,0.2738585,0,0.22246708,0.029189786,0,0.36564535,0,0,0.060248923
2720,0,0,0,0.36640528,0,0.119672716,0.51056725,0,0,0
2721,0,0.17743328,0,0.44266292,0,0,0.2662692,0,0,0.10986916
2722,0.012504067,0.8874607,0.012503172,0.012504326,0.012503728,0.012506707,0.012506362,0.012503229,0.012503102,0.012504594
2723,0.011108682,0.0111094285,0.01110757,0.011108645,0.011108581,0.62471277,0.2864182,0.011107697,0.01110899,0.011109475
2724,0.02004861,0.020050803,0.020046938,0.8195608,0.02004883,0.020051362,0.020050338,0.020047158,0.020047626,0.02004752
2725,0.020016871,0.31944466,0.020015016,0.020019194,0.020015014,0.020019533,0.5204183,0.020017056,0.020015927,0.020018425
2726,0,0,0,0.016045513,0.14862682,0,0.4928146,0,0.05873026,0.28141144
2727,0,0,0,0,0.07742052,0,0.9172729,0,0,0
2728,0,0.933431,0,0,0,0,0,0,0.044869166,0
2729,0,0.5100828,0,0,0,0.120099165,0.3655748,0,0,0
2730,0.7750067,0.02499861,0.024998108,0.024998186,0.02499983,0.024999166,0.025000371,0.025000697,0.025000308,0.024998017
2731,0,0.86108154,0,0,0,0.1312871,0,0,0,0
2732,0,0,0,0,0,0,0,0.9880299,0,0
2733,0.84035105,0,0,0,0,0,0.102493286,0,0,0
2734,0.049923442,0.049920324,0.049918216,0.5506983,0.049925562,0.049921963,0.04991752,0.049917858,0.049935743,0.04992111
2735,0,0.42302582,0,0.079376385,0,0,0,0.47335622,0,0.019797103
2736,0,0,0,0.513164,0,0.4827906,0,0,0,0
2737,0,0.9173061,0,0.076183185,0,0,0,0,0,0
2738,0.64015526,0,0,0,0,0.34650347,0,0,0,0
2739,0.29791412,0,0,0.27021807,0,0,0.1874634,0.061572555,0.17970197,0
2740,0,0.8623813,0,0,0,0,0.13321279,0,0,0
2741,0.016664607,0.01666254,0.016662573,0.016665038,0.016663538,0.60594,0.016665269,0.016661368,0.26075178,0.016663307
2742,0.94836795,0,0,0,0,0,0,0,0,0
2743,0,0.14424185,0,0.013680578,0,0,0.35487157,0.21756892,0.04720216,0.22093906
2744,0,0,0,0.5395156,0.074266605,0,0.24222662,0,0,0.14025858
2745,0,0.71972615,0,0,0,0,0.21861969,0,0,0
2746,0,0,0.38823166,0.057008576,0,0,0.5495316,0,0,0
2747,0,0.5843552,0,0,0,0.2149034,0.19459563,0,0,0
2748,0.5240281,0,0,0,0,0,0.41924116,0.05107758,0,0
2749,0,0.617361,0.042611387,0.15576884,0,0,0.18096279,0,0,0
2750,0.3371342,0,0,0,0.0990945,0,0,0,0.51694965,0
2751,0.010287059,0.21750867,0,0,0,0,0.7685528,0,0,0
2752,0,0,0,0,0,0.19276054,0.80232394,0,0,0
2753,0.2931582,0,0,0.07363242,0.047170214,0,0.58364576,0,0,0
2754,0,0,0,0,0.4162861,0.08174862,0,0,0.49418482,0
2755,0,0.38297844,0,0.61034733,0,0,0,0,0,0
2756,0.012502685,0.0125056,0.012502113,0.01250429,0.012502818,0.8874708,0.012503759,0.012502545,0.012503159,0.012502264
2757,0,0,0,0,0,0,0.995308,0,0,0
2758,0.4152687,0.045370795,0,0,0,0,0.5341949,0,0,0
2759,0.0891703,0.67088205,0,0,0,0.013213826,0.20613907,0,0.018265344,0
2760,0.10494858,0.02172365,0,0.7182093,0,0,0.14408955,0,0,0
2761,0,0.23912837,0,0.6072909,0,0,0.14813852,0,0,0
2762,0.1935162,0,0,0,0,0,0.8004339,0,0,0
2763,0.22637966,0,0,0,0.49565372,0.25850168,0,0,0,0
2764,0.012506304,0.012507363,0.012505079,0.012508359,0.01250597,0.8874411,0.012508726,0.012505787,0.012505511,0.012505832
2765,0.07559448,0.1031007,0,0,0,0.44879255,0,0,0.3561226,0.0132695865
2766,0.78167546,0,0,0,0,0.100568734,0.109511994,0,0,0
2767,0.04994595,0.5504752,0.049946718,0.049947344,0.049946565,0.049946465,0.049949378,0.0499496,0.04994658,0.04994622
2768,0.09999972,0.09999961,0.10000128,0.09999969,0.099999785,0.09999981,0.0999996,0.1000006,0.09999977,0.10000022
2769,0,0,0.012181584,0.61487573,0.036941703,0,0.2517629,0.08113684,0,0
2770,0.13808995,0.33749935,0,0,0,0.28348413,0,0.23737206,0,0
2771,0.46972534,0,0.0129797,0.18339472,0.15978052,0,0,0,0.17021857,0
2772,0.625229,0,0,0,0.03952537,0,0.327377,0,0,0
2773,0.011114384,0.89996487,0.011113734,0.011115349,0.011114903,0.011115685,0.011117787,0.011113674,0.011115702,0.011113956
2774,0.011112716,0.011112157,0.011111875,0.011112312,0.011113012,0.011113736,0.8999878,0.011112075,0.011112015,0.011112236
2775,0.4851553,0.019996993,0.019997505,0.01999948,0.020001914,0.019997198,0.019997355,0.019998113,0.020003224,0.35485286
2776,0.3941709,0,0,0,0,0,0.6000714,0,0,0
2777,0,0.5859188,0,0.14534593,0,0.05329847,0,0.20735332,0,0
2778,0,0,0,0.5191692,0,0.4692609,0,0,0,0
2779,0.033327434,0.7000609,0.033322364,0.033326756,0.033327,0.033335496,0.033332005,0.033322573,0.033322718,0.033322725
2780,0.7423276,0.097072266,0,0,0,0.15766348,0,0,0,0
2781,0.31947765,0,0.16403781,0.29198766,0.10868243,0,0,0,0,0.1096076
2782,0,0,0,0.24363616,0,0,0,0,0.7363456,0
2783,0,0.45150226,0,0,0,0,0.39507884,0.1415181,0,0
2784,0,0.43888035,0,0.55072224,0,0,0,0,0,0
2785,0.014286512,0.014285783,0.0142848445,0.014287083,0.44219333,0.44351766,0.014288039,0.014286634,0.014285546,0.014284573
2786,0,0,0.04741973,0,0.332517,0,0,0,0.61458725,0
2787,0,0.18195236,0,0,0,0.24709634,0.5654749,0,0,0
2788,0.02500998,0.025008703,0.025015326,0.025007611,0.025018621,0.025019241,0.025006963,0.025009621,0.025010463,0.7748935
2789,0,0.44545627,0,0,0,0.28344294,0.13374084,0,0,0.13299562
2790,0,0,0,0,0,0.36930257,0,0,0.5771143,0
2791,0.025071153,0.77433795,0.025071267,0.025071867,0.025077188,0.025071895,0.02507122,0.025071599,0.025083672,0.025072195
2792,0.030245367,0,0,0.52069086,0,0,0.43860412,0,0,0
2793,0,0.414732,0,0.17380199,0,0,0,0,0.34839186,0.056247763
2794,0.016672593,0.016675314,0.016671544,0.016676307,0.016672771,0.016676988,0.8499355,0.016672708,0.016674215,0.016672093
2795,0,0,0,0,0.30476388,0,0,0,0.68845415,0
2796,0,0.37686583,0,0,0,0.46634257,0,0,0.09817355,0
2797,0,0.7506269,0,0.15566172,0,0.086548954,0,0,0,0
2798,0.068153776,0,0,0,0,0.08629276,0.5510353,0,0,0.2880578
2799,0.020075602,0.020067176,0.020065721,0.43026268,0.40919185,0.020072429,0.020065885,0.020065702,0.02006615,0.020066854
2800,0,0.3885757,0,0,0,0.6067969,0,0,0,0
2801,0,0.5452378,0,0.4481443,0,0,0,0,0,0
2802,0,0.1239969,0,0,0,0,0.7317999,0.13905023,0,0
2803,0.14214295,0.106191956,0,0.6982013,0.048611112,0,0,0,0,0
2804,0.010012895,0.01001592,0.010011539,0.010014576,0.010012343,0.010013379,0.90988076,0.010012943,0.010012807,0.010012862
2805,0,0.34539205,0,0,0,0.5817317,0,0,0,0
2806,0.026379079,0,0,0,0,0.9687181,0,0,0,0
2807,0,0.19087276,0,0.6407101,0,0.102546975,0.06444507,0,0,0
2808,0,0,0,0,0.5226776,0,0.456676,0,0,0.017139763
2809,0.13752425,0,0,0.056505416,0.2765039,0,0,0.27150315,0.25371698,0
2810,0.10573022,0,0,0,0.4955601,0.39427504,0,0,0,0
2811,0.010002636,0.7097014,0.010001508,0.010002859,0.010003253,0.010004162,0.21027686,0.010002838,0.010002228,0.0100022545
2812,0,0.29669,0,0.047898892,0,0,0.32378885,0,0.32573384,0
2813,0,0.3113275,0,0,0,0.6386838,0,0,0,0
2814,0.13035108,0.057702575,0,0,0,0.4333179,0,0,0.36662066,0
2815,0,0.8526631,0,0,0,0,0.14050251,0,0,0
2816,0.62810457,0.047886405,0,0,0,0,0,0,0.31927428,0
2817,0.12548502,0,0.015195583,0,0.06528796,0,0,0,0.7884156,0
2818,0,0,0,0,0,0,0.17842627,0.07297976,0,0.74334246
2819,0,0.96755326,0,0.018159378,0,0,0,0,0,0
2820,0.46210888,0,0,0,0.31681702,0.13041718,0,0,0.08667627,0
2821,0.08104607,0,0,0,0.1718071,0,0.081679754,0,0.6580263,0
2822,0,0.60216165,0,0,0,0,0,0,0,0.36783144
2823,0.23312119,0.18834536,0,0,0.052031692,0,0.521367,0,0,0
2824,0.014293361,0.01429398,0.014291302,0.014293548,0.014293917,0.014295192,0.2900294,0.014290993,0.01429403,0.5956243
2825,0.01670832,0.42611602,0.016706645,0.44022274,0.016706731,0.016710427,0.01670764,0.016706694,0.016707983,0.016706785
2826,0,0.41318566,0,0,0,0,0.5818389,0,0,0
2827,0,0.29184392,0,0.45053867,0,0,0.15649603,0.0958988,0,0
2828,0.050001696,0.54997444,0.05000191,0.050003253,0.05000301,0.05000208,0.050006066,0.050001986,0.050002307,0.050003216
2829,0,0.88634026,0,0,0,0,0,0,0.10466098,0
2830,0.5154125,0.099100105,0,0,0,0,0.15610284,0,0,0.22402216
2831,0,0,0.056570042,0,0,0,0.3777882,0,0.030919295,0.5308269
2832,0.9306433,0,0,0.059031483,0,0,0,0,0,0
2833,0.068639286,0.24595645,0,0.3172102,0,0,0.12380551,0.15340213,0,0.08791933
2834,0.014287649,0.014288892,0.0142873125,0.014287581,0.87139744,0.01428815,0.014292839,0.01429082,0.014287547,0.01429172
2835,0.033314176,0.033314552,0.033311795,0.03331573,0.033314597,0.70017505,0.0333179,0.03331205,0.03331237,0.033311788
2836,0,0.80749863,0,0,0,0.09472187,0.09425523,0,0,0
2837,0.038365044,0.9519852,0,0,0,0,0,0,0,0
2838,0,0.37232247,0,0.055692706,0,0,0.5686206,0,0,0
2839,0.82338965,0,0,0,0,0,0.17127325,0,0,0
2840,0,0.6635129,0,0.22654393,0,0,0,0,0,0.10584257
2841,0.012521919,0.012520588,0.012519146,0.39358267,0.012522074,0.012522962,0.01252249,0.012518911,0.5062492,0.012520075
2842,0,0.92495847,0,0,0,0,0,0,0,0
2843,0.10227831,0,0,0,0.27400148,0,0,0,0.61419326,0
2844,0,0.52674466,0,0.38821298,0,0.08014105,0,0,0,0
2845,0,0.37213254,0,0.28205702,0,0.3394579,0,0,0,0
2846,0.017158844,0.4624354,0.30446222,0.071565524,0,0.039382275,0.0897934,0.012133681,0,0
2847,0.30796444,0,0.041393124,0.046565592,0,0,0.45374224,0,0,0.14593655
2848,0.0999998,0.09999974,0.100000486,0.099999785,0.09999983,0.099999845,0.099999756,0.10000092,0.09999982,0.100000046
2849,0,0.55288213,0,0.22553192,0,0.049089044,0.16736642,0,0,0
2850,0,0.24763493,0,0.592759,0,0,0,0.14943531,0,0
2851,0,0.7589737,0,0.048014376,0,0.028718246,0,0.109118365,0,0.052008446
2852,0,0.5528574,0.14618185,0.11856146,0,0.1765128,0,0,0,0
2853,0.09999883,0.09999849,0.10000681,0.09999873,0.09999903,0.09999911,0.09999849,0.100001074,0.09999897,0.1000004
2854,0.15112883,0.012645532,0.012640948,0.012642419,0.012641229,0.7477343,0.012642268,0.012641271,0.012641812,0.012641439
2855,0,0,0,0,0.51712555,0,0.47864348,0,0,0
2856,0.077961735,0.082965076,0,0.43053576,0,0,0.40312418,0,0,0
2857,0,0.045186475,0,0.90355146,0,0.029612117,0,0,0.017673956,0
2858,0,0.8352342,0,0,0,0,0.14855452,0,0,0
2859,0,0,0,0,0.5143074,0,0.21894519,0,0.14670599,0.11660168
2860,0,0.13718088,0,0,0,0.5585591,0,0.29938257,0,0
2861,0.016771726,0.1775511,0.016770909,0.016768888,0.016777743,0.016769987,0.016770586,0.016768819,0.016769938,0.6882803
2862,0,0.45224616,0,0.24291171,0,0,0,0.18697856,0.11276809,0
2863,0.010203518,0.37203136,0.010202893,0.35218,0.010203576,0.01020481,0.01020451,0.010202996,0.204363,0.0102032935
2864,0,0.027465148,0,0,0,0,0.7761249,0,0,0.19286865
2865,0.09999987,0.09999981,0.100000545,0.09999985,0.0999999,0.09999991,0.09999981,0.10000026,0.09999989,0.10000011
2866,0,0.30581343,0,0.011516516,0.04599919,0,0.63336456,0,0,0
2867,0,0.54534876,0,0.12161431,0,0,0.2749812,0.05308368,0,0
2868,0.16802035,0,0,0,0,0,0.8232645,0,0,0
2869,0,0.724327,0,0,0,0,0.014551514,0.18814489,0.047818366,0.022031434
2870,0,0.43830475,0,0,0,0,0.29227492,0,0,0.26451576
2871,0,0.5477976,0,0,0,0.075783834,0.37081033,0,0,0
2872,0.31510195,0,0,0,0,0,0.43618387,0.23028174,0,0
2873,0,0.7450627,0,0.022454586,0,0.1594094,0.031385146,0.039225783,0,0
2874,0.014280639,0.014280853,0.014279357,0.014280685,0.87147105,0.014281621,0.014285222,0.0142796645,0.014280396,0.014280528
2875,0,0,0,0,0,0.9307431,0,0,0,0
2876,0,0.08251937,0,0,0.3124118,0,0.20003222,0.021479256,0,0.38115123
2877,0.6485793,0,0,0,0,0.047635417,0,0,0.23476085,0.062635995
2878,0,0.2731802,0,0.7229847,0,0,0,0,0,0
2879,0,0,0,0.340138,0,0,0.18151173,0.08702905,0.38619888,0
2880,0,0.90157235,0,0.08503699,0,0,0,0,0,0
2881,0.95903486,0,0,0,0,0.03733158,0,0,0,0
2882,0.73359144,0,0,0,0,0.25751388,0,0,0,0
2883,0,0.0734569,0.038464524,0.06556558,0,0,0.43221077,0,0,0.38615456
2884,0.016666917,0.84998745,0.01666656,0.01667341,0.016666755,0.016668102,0.016668623,0.016667055,0.016667662,0.01666748
2885,0.02052816,0.8152394,0.020527668,0.020529773,0.020527836,0.020532494,0.02052948,0.02052821,0.020528242,0.020528669
2886,0.56442195,0.09094772,0,0,0,0.3034066,0,0,0,0
2887,0,0,0,0.9667791,0,0,0.025738489,0,0,0
2888,0,0.471666,0,0,0,0,0.52326536,0,0,0
2889,0.29741764,0.010006599,0.010005945,0.010006968,0.01000719,0.010007127,0.6225289,0.010006405,0.010006932,0.010006349
2890,0.5422604,0,0,0,0,0.035598394,0,0.09324502,0.32221183,0
2891,0,0,0,0.92945486,0,0,0.06037338,0,0,0
2892,0,0.9028926,0,0,0,0.07279418,0,0,0.016247617,0
2893,0.012737526,0.012738099,0.012735379,0.38559398,0.012738195,0.012739696,0.012738344,0.012735983,0.38093108,0.14431173
2894,0,0.42318588,0,0.0710444,0,0,0,0.22274595,0.27820182,0
2895,0.019336404,0.019336397,0.82597214,0.019336399,0.01933641,0.019336406,0.019336466,0.019336449,0.019336443,0.019336443
2896,0.24944541,0.011165571,0.011168587,0.011165694,0.5302801,0.14210434,0.011170726,0.011165619,0.0111675635,0.011166387
2897,0,0,0,0,0.03683327,0,0.88155335,0,0.07732854,0
2898,0,0.083636485,0,0.28741756,0,0.20642595,0.41690364,0,0,0
2899,0.03332298,0.03331632,0.0333486,0.033320088,0.033316776,0.03331702,0.0333168,0.03332341,0.70010173,0.033316325
2900,0,0.24451473,0,0.3643246,0,0.17293444,0.2106263,0,0,0
2901,0,0.74517107,0,0.2145607,0,0,0.033940263,0,0,0
2902,0,0.954925,0,0,0,0,0,0,0,0
2903,0,0.8026651,0,0,0,0,0,0,0,0.14012566
2904,0,0.74540174,0,0.18509756,0,0.061350167,0,0,0,0
2905,0.28241432,0,0,0,0,0,0.644596,0,0,0
2906,0,0.43676868,0,0.32272938,0,0.23223339,0,0,0,0
2907,0.5472055,0,0,0,0.2432975,0,0,0.044026196,0.15879674,0
2908,0,0.9944411,0,0,0,0,0,0,0,0
2909,0,0.5495382,0,0.3957317,0,0,0.050635505,0,0,0
2910,0.753111,0,0,0,0.24225552,0,0,0,0,0
2911,0,0.062423043,0,0,0.11170574,0,0.66449755,0,0.15723604,0
2912,0.010038628,0.7003703,0.010038728,0.0100392895,0.010038671,0.010040661,0.010040395,0.010039591,0.01003913,0.21931455
2913,0,0.08178873,0,0.6006653,0,0,0.31424046,0,0,0
2914,0.4970298,0,0,0,0,0.44425833,0,0,0.04741156,0
2915,0,0.13536875,0,0.85670644,0,0,0,0,0,0
2916,0,0,0,0,0,0.09058322,0.90550953,0,0,0
2917,0,0.32773355,0,0.06852822,0,0,0.398784,0.040407892,0,0.15646715
2918,0,0,0,0,0.9937184,0,0,0,0,0
2919,0.8496229,0.016711047,0.016707374,0.016713027,0.01670794,0.01670754,0.016707528,0.016707547,0.01670779,0.016707318
