id,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
37,0.23899478,0,0,0,0,0,0,0,0.75643986,0
38,0,0.15932028,0,0.12100013,0.05283471,0,0.60232174,0,0,0.06092253
39,0.34591386,0,0,0,0.08315464,0.079273395,0,0,0.4870693,0
40,0.09792988,0,0,0,0,0,0.5044795,0,0.39269805,0
41,0,0,0,0,0.0737532,0,0.9116314,0.010233533,0,0
42,0.6194469,0.36849293,0,0,0,0,0,0,0,0
43,0,0.14122815,0,0.26667804,0.06506762,0,0,0.51971596,0,0
44,0.010018828,0.010020299,0.0100199785,0.010018166,0.010022698,0.010019328,0.9098242,0.010018196,0.010017976,0.010020308
45,0,0.90503645,0,0,0,0,0,0,0.08938935,0
46,0,0,0,0.13983086,0.0805045,0,0,0,0.48239246,0.28942966
47,0.07358576,0,0,0.03515389,0.12632349,0.56651163,0,0,0.19487317,0
48,0,0,0,0,0,0.97905654,0,0,0,0
49,0,0,0,0,0.8014119,0.19403255,0,0,0,0
50,0.018820753,0.018825434,0.01882038,0.46107793,0.018820867,0.018826287,0.3883432,0.018821582,0.018821938,0.018821614
51,0,0.06309173,0,0,0,0.3052201,0.5987613,0,0.029165683,0
52,0.03511224,0,0.10229239,0.070333675,0.026146151,0.12472332,0,0.13297354,0.43720752,0.06941446
53,0,0.98139083,0.011239964,0,0,0,0,0,0,0
54,0.43264836,0.010039673,0.010038582,0.010038565,0.010038118,0.3051413,0.19194233,0.010037276,0.0100378925,0.010037872
55,0,0,0.10068261,0,0,0,0,0,0.8819055,0
56,0.22233759,0,0.026622025,0,0,0,0.74158543,0,0,0
57,0,0.88009894,0.11490632,0,0,0,0,0,0,0
58,0.8355189,0,0,0,0.08102072,0,0.07811482,0,0,0
59,0,0,0,0.5546225,0.27436167,0,0,0,0.16752611,0
60,0,0.18457688,0,0.80982184,0,0,0,0,0,0
61,0,0,0.034019485,0,0,0,0,0,0.96050733,0
62,0,0,0,0,0,0.46431047,0.45744422,0,0,0
63,0.01414633,0.745981,0,0.17742859,0,0.05351669,0,0,0,0
64,0.17916863,0.75251055,0,0,0,0,0,0,0,0
65,0.020005971,0.020008944,0.020006448,0.020007584,0.020005204,0.81993675,0.02000867,0.020005375,0.020006193,0.020008858
66,0,0.25734514,0,0.46074426,0,0.27437046,0,0,0,0
67,0.03335433,0.033359643,0.03334016,0.033341907,0.03334016,0.033346005,0.69989395,0.03334096,0.03334052,0.03334237
68,0,0.5075904,0,0,0,0,0.11167437,0.3742107,0,0
69,0,0,0,0,0.049458805,0.47725153,0.4662316,0,0,0
70,0,0.12161264,0,0,0.45098642,0,0.2738589,0.15042795,0,0
71,0.10277529,0,0,0.53221667,0,0,0.20570876,0.15321459,0,0
72,0.68641305,0,0,0,0.1377824,0,0,0,0.17242987,0
73,0.014427819,0.014430776,0.014427747,0.87013173,0.014427726,0.014427841,0.014428927,0.01442784,0.014440856,0.01442875
74,0,0,0,0,0.17117535,0,0.22983065,0,0.5938097,0
75,0,0,0,0.77441174,0,0,0.22273166,0,0,0
76,0,0,0,0,0,0.5496441,0.22240935,0,0.220574,0
77,0.012528053,0.012524728,0.012524122,0.012525623,0.012524757,0.8872736,0.012525912,0.012523915,0.012524541,0.012524722
78,0.10924324,0.08910907,0,0.1908636,0,0.10329547,0.5022747,0,0,0
79,0,0,0.028406082,0.120553635,0,0,0,0,0.7904085,0.05571213
80,0,0,0,0.9947918,0,0,0,0,0,0
81,0,0.6853039,0,0,0,0,0.30707535,0,0,0
82,0.012503845,0.88745075,0.012510503,0.012505943,0.012503282,0.012504461,0.012506095,0.012504956,0.012505105,0.012505056
83,0.75978935,0,0,0,0,0,0.17325173,0,0,0
84,0.49008176,0.04756831,0,0,0.019045467,0,0,0.032250576,0.4085104,0
85,0,0.23134042,0,0.060288083,0.29630518,0.33655506,0.07224606,0,0,0
86,0.060085315,0,0,0,0.3959315,0.1468351,0.37875983,0.0134385135,0,0
87,0,0,0.09953241,0.018810922,0,0,0.2683662,0.25147974,0,0.35787097
88,0.033351343,0.03335066,0.033347506,0.03336186,0.033351786,0.03335773,0.03334863,0.03335481,0.033353012,0.6998227
89,0.012501285,0.012502598,0.012497885,0.012497855,0.50109607,0.012498023,0.012500187,0.01249669,0.012500131,0.39890927
90,0.033337574,0.6999504,0.03333367,0.033350643,0.033334978,0.033339314,0.033349343,0.033333667,0.03333546,0.033335
91,0,0.987378,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0.81411743,0,0,0,0.11048232
93,0,0.99021995,0,0,0,0,0,0,0,0
94,0.033316765,0.033320364,0.033315413,0.033319846,0.0333151,0.7001241,0.033318214,0.033340313,0.033315837,0.03331405
95,0,0,0,0,0,0,0.98837835,0,0,0
96,0.01960423,0,0,0,0.3494118,0,0.6259904,0,0,0
97,0,0,0,0.41707152,0,0,0.57739764,0,0,0
98,0.04179451,0.0602571,0,0.7683312,0,0,0,0,0.12633133,0
99,0.050045412,0,0.015505876,0,0,0,0.9299588,0,0,0
100,0,0.5694279,0,0.011815876,0,0.017233226,0.21628557,0.038789116,0.14461893,0
101,0,0,0,0.17369325,0,0,0.4256907,0,0,0.39681348
102,0.016692227,0.8497557,0.01669882,0.016692577,0.016691757,0.016690968,0.016694382,0.01668929,0.016697867,0.01669636
103,0.049991827,0.5500207,0.04998902,0.05001069,0.04998983,0.050015684,0.05001124,0.04998968,0.049991082,0.0499902
104,0,0,0,0,0,0.20845029,0.7867199,0,0,0
105,0.010559282,0.010557949,0.010557644,0.01055813,0.010559905,0.010557819,0.010557734,0.23689157,0.55516124,0.13403872
106,0.011124034,0.011127122,0.011123801,0.01112549,0.01112434,0.89987606,0.011124952,0.011124787,0.011124001,0.011125412
107,0.016696993,0.6385141,0.016696997,0.016703714,0.016695708,0.22790577,0.016697383,0.016696922,0.016696345,0.016696068
108,0.025106497,0.26976532,0.025106438,0.24514548,0.025109591,0.025107006,0.025106838,0.30933776,0.025107311,0.025107775
109,0.21716264,0,0,0,0.4281735,0,0.35058096,0,0,0
110,0.013103658,0.013104617,0.013103376,0.013107399,0.013103951,0.88206136,0.013104417,0.0131025,0.013104588,0.013104161
111,0.8961988,0,0,0,0.099419415,0,0,0,0,0
112,0,0.99448407,0,0,0,0,0,0,0,0
113,0,0.82645357,0,0,0,0.03922286,0.12990044,0,0,0
114,0,0,0,0,0,0,0.51812804,0,0.09880286,0.3759454
115,0,0,0,0,0.26922032,0,0.59070307,0,0.13591288,0
116,0.9191848,0,0,0,0,0,0,0,0,0
117,0,0.12240212,0,0,0,0,0,0,0.8730153,0
118,0.03504982,0.035046525,0.03504003,0.03504396,0.6846004,0.035045546,0.035042703,0.03504256,0.03504544,0.035042986
119,0.18185814,0,0,0.5726071,0,0,0.23271784,0,0,0
120,0,0,0,0,0,0,0.61031544,0,0.18996964,0.19282824
121,0,0.65815955,0,0,0,0,0.28289557,0,0.055995684,0
122,0.48700762,0,0,0,0.26191399,0,0.24677746,0,0,0
123,0.039501455,0.039502352,0.03949811,0.039501414,0.039501872,0.6444946,0.03950471,0.039498575,0.03949856,0.0394983
124,0.014286385,0.014287701,0.014284517,0.8714245,0.014285504,0.01428841,0.014287397,0.014285269,0.014285723,0.014284609
125,0.011119366,0.48957574,0.011116295,0.011117835,0.42148048,0.011120022,0.011120228,0.011116127,0.011116575,0.011117334
126,0,0.014339805,0,0.57336783,0,0,0.40832546,0,0,0
127,0,0.08124581,0,0,0,0.23188718,0.62847674,0,0,0
128,0.016676748,0.016676221,0.016673068,0.016676042,0.8499163,0.016676877,0.016679198,0.016673248,0.016675381,0.016676936
129,0,0,0,0.66843385,0,0.22291282,0,0.10429557,0,0
130,0,0.33932647,0,0.19310369,0,0.45786408,0,0,0,0
131,0.07218787,0.33235314,0,0,0,0.5841596,0,0,0,0
132,0,0.30506894,0,0.39963037,0,0,0.29083288,0,0,0
133,0.22022732,0,0,0,0,0,0.7751117,0,0,0
134,0.7732749,0.025190135,0.025193613,0.025192363,0.025191108,0.025190657,0.025190253,0.025190074,0.025196245,0.025190651
135,0.014344853,0.014346494,0.014343769,0.8708948,0.0143446755,0.01434557,0.014345366,0.014345838,0.014344477,0.014344168
136,0,0,0,0.44285446,0,0.55035734,0,0,0,0
137,0.10411574,0,0,0,0,0,0.8918338,0,0,0
138,0.18892263,0.012509725,0.012505633,0.012508602,0.012505858,0.71101785,0.0125079835,0.012507143,0.012507626,0.012506919
139,0,0.5305976,0,0.10913602,0,0.15764648,0,0,0.19843543,0
140,0.6152653,0,0,0,0,0.18811826,0,0,0.1933584,0
141,0.0183773,0,0,0,0,0,0,0,0.97815686,0
142,0.24193408,0.057235353,0.22660226,0.41871774,0.034154113,0,0,0,0.01932814,0
143,0.12054014,0.596283,0.111488365,0,0,0,0.16751064,0,0,0
144,0.020016655,0.020019261,0.020015733,0.020017229,0.020015987,0.8198346,0.02001603,0.020027073,0.020020727,0.020016639
145,0.049456824,0,0,0,0,0,0.9458622,0,0,0
146,0.010816341,0,0,0,0,0,0.9848323,0,0,0
147,0,0.13045032,0,0.15277705,0.15758356,0.208031,0.3470527,0,0,0
148,0,0.031945504,0,0,0.35487112,0.19121294,0,0,0.41093737,0
149,0.45826393,0,0,0,0.1922088,0,0.34675208,0,0,0
150,0.35826933,0.014293315,0.014281381,0.01429194,0.5274247,0.014293329,0.014288338,0.014291214,0.014283137,0.014283299
151,0.04998595,0.04997594,0.04999463,0.049975753,0.55009085,0.049980357,0.04999443,0.050042402,0.04997652,0.049983233
152,0.662876,0.21358308,0.015440042,0.015446125,0.015441818,0.015448838,0.015442607,0.015440507,0.015440844,0.015440154
153,0.014884602,0.0148843955,0.014883537,0.014884422,0.42003155,0.014895401,0.014888962,0.46087584,0.014883817,0.014887492
154,0,0.35683265,0,0.105547845,0,0.5136962,0,0,0,0.020531124
155,0.31332573,0.012629251,0,0,0,0.22628538,0,0,0.4409229,0
156,0,0,0,0,0.08352194,0.05843158,0.8538485,0,0,0
157,0.0129180495,0,0.086212136,0,0,0,0,0.15058026,0.74752635,0
158,0.015152117,0.015153285,0.015148692,0.015149291,0.8636508,0.015149847,0.0151486695,0.01514827,0.015150883,0.015148177
159,0,0,0,0,0,0,0,0,0.99238926,0
160,0,0.7012719,0,0,0,0,0.25368375,0,0,0.029381912
161,0,0.99425316,0,0,0,0,0,0,0,0
162,0.18014012,0,0,0.1970597,0,0,0,0,0.6179463,0
163,0.4156557,0,0,0,0,0.5767992,0,0,0,0
164,0,0,0.14158732,0.37989634,0,0,0.10868604,0,0,0.3655871
165,0.011316342,0.25765595,0.011314529,0.41106424,0.011315624,0.011316792,0.2520708,0.011314867,0.011315918,0.011314894
166,0,0.42543685,0,0,0,0.22867547,0.3366512,0,0,0
167,0,0,0,0,0,0.9356416,0,0,0,0
168,0,0,0,0,0.4472024,0.09462459,0,0,0.4510932,0
169,0.19209434,0,0,0.06717825,0,0.58246434,0,0,0,0.15279835
170,0,0,0,0.46286544,0,0.17926091,0.35346475,0,0,0
171,0.011363208,0.011362196,0.011360184,0.0113618905,0.011361806,0.011362842,0.89774424,0.011360566,0.011362473,0.011360592
172,0,0,0.31596622,0,0.15668873,0,0.5224731,0,0,0
173,0,0,0,0,0,0.20939693,0,0,0.7794101,0
174,0,0.88924927,0,0,0,0,0.04446282,0,0,0.059091143
175,0,0.8966314,0,0.014659524,0,0,0,0.08358395,0,0
176,0.012485183,0.06414597,0,0,0,0,0,0.13826974,0.7789363,0
177,0.012548317,0.012550198,0.01254908,0.012549101,0.32315502,0.012551221,0.012549979,0.012547339,0.5764521,0.012547654
178,0,0.5172483,0,0.10604582,0,0.36874247,0,0,0,0
179,0,0.8107884,0,0,0,0,0,0,0,0.17810032
180,0,0,0.6121534,0.34420472,0,0,0,0.039862864,0,0
181,0.13281183,0,0,0,0.69022626,0.1709288,0,0,0,0
182,0.29080993,0,0,0,0.3985257,0,0.12268891,0,0.07574196,0.10994133
183,0.9522982,0,0,0,0,0,0,0,0,0
184,0.3599142,0,0,0,0.5215314,0.11057353,0,0,0,0
185,0.017094579,0,0,0.9392777,0,0,0.03392886,0,0,0
186,0,0,0,0,0,0,0.3310461,0.018467437,0.64509875,0
187,0.0143220145,0.0143277235,0.74270993,0.014323512,0.014321961,0.014325861,0.0143223535,0.014321933,0.14270285,0.014321881
188,0,0.3804658,0,0,0,0,0.32034558,0,0.2944882,0
189,0,0.8172328,0,0,0,0,0,0.09770998,0,0.08043449
190,0,0.6436863,0,0.26955035,0,0,0.082995035,0,0,0
191,0,0.7202463,0,0,0,0,0.12565847,0,0.14693373,0
192,0.6955747,0,0,0,0,0.28931665,0,0,0,0
193,0.0754885,0.03500345,0,0.17720817,0,0,0,0,0.70831966,0
194,0.09511145,0,0,0.07720163,0,0,0,0,0.822377,0
195,0.42906222,0,0,0.24751808,0,0,0,0.12376854,0.16964068,0.026374577
196,0,0.9939511,0,0,0,0,0,0,0,0
197,0.013563802,0.013571212,0.013563916,0.013566005,0.013566343,0.013565476,0.87790394,0.013568776,0.0135653,0.013565242
198,0.010350046,0.6061565,0.010349761,0.010350841,0.010350069,0.010351583,0.3110413,0.010350122,0.010349816,0.010349906
199,0,0.05632839,0,0,0,0.21167687,0,0.7261716,0,0
200,0.031219447,0,0,0,0.3650345,0.1524709,0.4470108,0,0,0
201,0.48037556,0.039190713,0,0,0.079926506,0,0,0,0.3954601,0
202,0.012112826,0.012110502,0.012109151,0.012110929,0.012110887,0.54161894,0.01211293,0.012108465,0.01211012,0.36149523
203,0,0,0,0,0,0.29965046,0,0,0.668977,0
204,0.015981052,0.0159765,0.015976025,0.015978191,0.015979055,0.85619885,0.015978944,0.015977314,0.015976427,0.015977642
205,0,0.43954492,0,0.37383878,0,0,0.18272646,0,0,0
206,0.2203781,0.016673809,0.016673248,0.25810444,0.016674086,0.016676927,0.016676765,0.016672386,0.016678385,0.40479183
207,0,0.33665228,0,0,0,0,0.14482892,0.47274914,0.041914135,0
208,0,0.14727032,0,0.5949193,0,0,0.021693077,0.09124154,0.14125441,0
209,0.014320115,0.01432866,0.014318207,0.014322963,0.014318996,0.014324159,0.54076505,0.34465677,0.014319292,0.0143257845
210,0,0.033603825,0.55514205,0.12191568,0,0,0,0.22777393,0,0.055740442
211,0,0.55811316,0,0.43514895,0,0,0,0,0,0
212,0.4009527,0,0.0669577,0,0,0,0.5282584,0,0,0
213,0.3568742,0,0.5249314,0,0,0,0,0,0,0.07291661
214,0.068511315,0,0,0,0.5532685,0,0.3252263,0,0.04992611,0
215,0,0.22498061,0,0,0,0.7279841,0,0.03633777,0,0
216,0,0.1771135,0,0.013835268,0,0,0.80397904,0,0,0
217,0.020219197,0.40065014,0.020217465,0.020220067,0.020219505,0.02022054,0.4375982,0.020217873,0.02021805,0.020218913
218,0,0,0,0,0,0.5352073,0.39197293,0,0,0
219,0,0,0.034074347,0,0,0,0,0.1753682,0.7867206,0
220,0,0,0,0,0,0.52724504,0,0,0.45413423,0
221,0.011961261,0.011961333,0.01196173,0.011963428,0.011961281,0.011961301,0.01196186,0.8923395,0.01196704,0.011961242
222,0,0,0,0,0,0.6421359,0,0,0.07068738,0.28284422
223,0.016671725,0.8499088,0.016680527,0.016674684,0.016672052,0.016674092,0.016675198,0.016673552,0.016697189,0.016672112
224,0,0.6011397,0,0.10473498,0,0,0.29060203,0,0,0
225,0,0.35129955,0,0,0,0.56282085,0,0,0.080446735,0
226,0,0,0,0,0.051058643,0.2285326,0.7168179,0,0,0
227,0,0.397911,0,0.30862597,0.22325264,0,0.018013578,0.04759138,0,0
228,0,0,0.010304216,0.034637723,0.6550035,0,0,0,0.29569182,0
229,0,0.27933618,0,0.38591933,0,0.07343542,0.22799852,0,0,0.028191607
230,0.01000581,0.010005187,0.5871411,0.010005515,0.010005996,0.010006248,0.33281535,0.010004615,0.0100046005,0.010005583
231,0.1524605,0,0.073910885,0.047605567,0.49542537,0,0.1865594,0,0,0.041799985
232,0.40327266,0.057268817,0,0.17477006,0,0.35364348,0,0,0,0
233,0.15981962,0.20669572,0.07661972,0,0.3079502,0,0,0.04468188,0,0.20059131
234,0.09997469,0.09997458,0.09997596,0.09997466,0.09997476,0.09997478,0.09997458,0.09997544,0.100225404,0.09997516
235,0.012888949,0.0128850285,0.38802814,0.5088741,0.012888571,0.012888408,0.012888828,0.012889262,0.01288513,0.012883534
236,0,0.99216425,0,0,0,0,0,0,0,0
237,0.021822218,0.021820169,0.021822352,0.021820454,0.021821577,0.021820597,0.021820787,0.021820068,0.80361146,0.021820292
238,0,0.2106896,0,0.124080576,0,0,0.6609006,0,0,0
239,0,0.63665867,0,0,0,0.35441747,0,0,0,0
240,0.53404117,0,0,0.12986445,0,0.31853986,0,0,0,0
241,0.52465546,0,0,0,0,0.027058918,0.44343293,0,0,0
242,0,0.85504335,0,0,0,0,0,0.14076045,0,0
243,0.012654065,0.88611054,0.01265399,0.012654833,0.012654355,0.012655636,0.012655048,0.012653864,0.012653999,0.012653711
244,0.010022847,0.010023116,0.0100218,0.8004753,0.0100229075,0.010023467,0.010025055,0.010021723,0.0100220125,0.11934176
245,0.98822844,0,0,0,0,0,0,0,0,0
246,0,0,0.20581596,0,0,0.73156923,0,0,0,0
247,0,0.5047723,0,0,0,0.17480399,0.12216708,0,0,0.19178516
248,0.092311665,0.68311036,0,0,0.18356954,0,0,0,0,0
249,0,0,0.035921723,0,0.14613679,0.03231274,0.6940415,0,0,0.088783726
250,0.017333295,0.01734104,0.017332131,0.01733387,0.017339611,0.017341796,0.017337998,0.017331902,0.017332058,0.84397626
251,0,0,0,0,0,0.2915359,0.700016,0,0,0
252,0.266299,0.08513579,0,0,0,0,0,0,0.6303317,0.012954512
253,0,0,0,0,0,0.9319452,0,0,0,0
254,0,0,0,0,0,0.11968973,0.8015791,0,0,0.07426542
255,0,0,0,0,0,0.9248884,0,0,0,0
256,0,0.29256412,0,0,0,0,0.57749826,0.1254734,0,0
257,0.09998909,0.09998903,0.09998972,0.09998907,0.099989116,0.10009705,0.09998903,0.09998946,0.09998911,0.09998932
258,0,0,0,0.99267507,0,0,0,0,0,0
259,0,0.9925727,0,0,0,0,0,0,0,0
260,0.32715803,0.2082588,0,0,0,0,0.4218232,0,0,0
261,0.012510586,0.64007527,0.0125101395,0.012511569,0.01251064,0.25983766,0.012511688,0.012511039,0.01251093,0.01251046
262,0.044139955,0.6027399,0.04414002,0.04414037,0.04413996,0.04413996,0.044139948,0.044139992,0.044139955,0.044139978
263,0,0,0,0.4892043,0,0.107938476,0.39740798,0,0,0
264,0,0.9867479,0,0,0,0,0,0,0,0
265,0,0.5202039,0,0,0,0.3055513,0.14730908,0,0,0
266,0,0.24815482,0.12781978,0.05562735,0,0,0,0,0.081343226,0.48328114
267,0.24918255,0,0,0,0,0,0.74254495,0,0,0
268,0.020003928,0.020000393,0.019995589,0.82000524,0.020000722,0.020004472,0.019999927,0.019996522,0.019997222,0.019995969
269,0,0.79475564,0,0.1987634,0,0,0,0,0,0
270,0,0.606742,0,0,0.057668805,0,0.3316955,0,0,0
271,0,0.09550942,0,0,0,0,0.8970073,0,0,0
272,0,0.07344226,0,0,0,0,0.92144763,0,0,0
273,0,0,0,0,0.5203193,0.011708052,0.19246794,0,0.27110904,0
274,0.23028168,0,0,0,0,0.6691811,0,0,0,0.06613755
275,0.22222632,0,0,0,0,0,0.6873788,0,0,0.07903077
276,0,0.21771662,0,0.01907198,0.089438565,0,0.6709463,0,0,0
277,0,0.8210991,0,0,0.027067518,0,0.14730749,0,0,0
278,0,0.96002525,0,0,0,0,0,0,0,0
279,0,0.47001594,0,0,0,0,0.49224392,0,0,0.033846945
280,0,0.3579834,0,0,0.38460305,0,0.25068223,0,0,0
281,0.28628945,0.09529503,0,0.015102263,0,0,0.600756,0,0,0
282,0,0,0,0,0.69552785,0,0.29983106,0,0,0
283,0,0,0,0,0.86515003,0,0.13174063,0,0,0
284,0,0.91677064,0,0.027031831,0,0,0,0,0,0.049674947
285,0.11214484,0.2932708,0,0,0,0,0.56113523,0,0,0
286,0,0.63165116,0,0,0,0.33825916,0,0,0,0.018670361
287,0,0.05832745,0,0,0,0.2275824,0.70664525,0,0,0
288,0,0.44505894,0,0.5415789,0,0,0,0,0,0
289,0,0.42701066,0,0,0,0,0.19929472,0,0,0.3689347
290,0,0.26456472,0,0,0,0.5748144,0,0,0,0.15215322
291,0,0,0,0.9342875,0,0.06097265,0,0,0,0
292,0.88749254,0.012499849,0.012499072,0.012501542,0.012500905,0.012505717,0.012500389,0.012499908,0.01250115,0.012498936
293,0.013113842,0.0131116165,0.013111498,0.013114389,0.013113819,0.8819811,0.013117336,0.013111979,0.013112868,0.013111598
294,0,0.17814355,0,0.29690418,0,0.21764173,0.1752292,0,0.12924157,0
295,0.40185592,0.020077752,0.020078084,0.02007764,0.4375191,0.020076184,0.020078398,0.0200755,0.020083232,0.020078147
296,0,0,0.34539118,0.60106975,0,0,0,0,0,0
297,0,0,0,0,0,0.71769285,0.27341887,0,0,0
298,0,0.57208824,0,0,0,0,0.27321386,0,0,0.10445192
299,0.108127765,0.084457375,0,0.17067428,0,0,0,0,0.6332248,0
300,0.36471337,0.048993748,0,0,0,0,0.5696419,0,0,0
301,0,0.02444996,0,0.16737224,0.32098547,0.1361862,0.043310568,0,0.24228285,0.06345014
302,0.14767104,0.2867524,0,0,0,0,0.5616022,0,0,0
303,0,0.7531622,0,0.020467134,0,0.21793088,0,0,0,0
304,0,0.43994838,0,0,0,0.057337914,0.4983797,0,0,0
305,0.020077208,0.5855805,0.020076677,0.020083569,0.020076757,0.020077351,0.020077499,0.020077117,0.020077152,0.25379616
306,0,0,0.046659224,0,0.6029558,0,0,0,0.026665661,0.31697464
307,0,0.7707993,0,0,0,0,0.09166229,0,0.13198622,0
308,0,0,0,0,0.25178745,0.28585535,0.4575798,0,0,0
309,0.011671148,0.21265393,0.0116705755,0.01167402,0.011670877,0.69397235,0.011673353,0.011672151,0.011670844,0.01167082
310,0.039159995,0,0,0,0.17483218,0,0.41783357,0,0.36447322,0
311,0,0,0,0.019520639,0.050572567,0,0.13243993,0.021808429,0.77046716,0
312,0,0.9249476,0,0,0,0,0,0,0,0
313,0,0,0,0,0.4959036,0,0.49963358,0,0,0
314,0,0.17877978,0,0,0,0.3348913,0.48182085,0,0,0
315,0,0.09978739,0,0.26387608,0.41042867,0,0,0,0.07380279,0.14222533
316,0,0.21285814,0,0.33911836,0,0,0.43998155,0,0,0
317,0,0.5780901,0,0.26349092,0,0,0,0.15410292,0,0
318,0,0.60722804,0,0.18894945,0,0,0.12157065,0,0,0.07840985
319,0,0,0,0.111753054,0.18283904,0,0,0.42705098,0.27331507,0
320,0,0,0,0.9885934,0,0,0,0,0,0
321,0,0,0,0.52810943,0,0.0962285,0.15015134,0,0.21989393,0
322,0,0.41738027,0,0.4747264,0,0.10289496,0,0,0,0
323,0.012479392,0.45478654,0.1338283,0.012477366,0.012477747,0.18524505,0.15127386,0.012477241,0.012477431,0.012477013
324,0.03824875,0,0,0,0.33810169,0.09323589,0.5270475,0,0,0
325,0,0,0,0,0,0.78308356,0,0.18078914,0,0.030549882
326,0,0.99405026,0,0,0,0,0,0,0,0
327,0,0.27279857,0,0,0,0,0.6966611,0,0,0
328,0.2424039,0,0.027825832,0.11802225,0.08321618,0.030483525,0.38610762,0,0,0.10976996
329,0,0,0,0,0,0.9511381,0,0,0,0
330,0,0.86799896,0,0.072612084,0.011053553,0,0.03876823,0,0,0
331,0,0,0,0.9917351,0,0,0,0,0,0
332,0,0,0,0,0,0.131144,0.86367905,0,0,0
333,0.50037587,0.045416936,0,0,0.014483307,0,0,0.03591928,0.401274,0
334,0.27385956,0,0,0.33656436,0,0,0,0,0.37552357,0
335,0,0.12726042,0,0,0,0.16022404,0.7090922,0,0,0
336,0,0.28712335,0,0.06754436,0,0.46844515,0,0,0.16502257,0
337,0,0,0.015186783,0,0,0,0.9795233,0,0,0
338,0.01000244,0.010002729,0.010001889,0.010002356,0.90997213,0.010005061,0.010003664,0.01000295,0.010004336,0.010002491
339,0.011120114,0.41659018,0.14115594,0.01112048,0.011118787,0.011119841,0.36441842,0.011121023,0.011117251,0.011117946
340,0.012557493,0.012558578,0.01255841,0.012558203,0.012557502,0.31065303,0.37475228,0.012558166,0.2266888,0.012557528
341,0,0,0,0,0,0.9180873,0,0,0,0
342,0.10094544,0,0,0,0,0,0,0,0.8916959,0
343,0,0,0,0.09938337,0,0,0.8086008,0,0.085585296,0
344,0.6026552,0,0,0,0,0,0.32429066,0,0,0
345,0,0,0,0.24492055,0.32055753,0,0,0.03508702,0.36351296,0.032415524
346,0,0.49021596,0,0.45754838,0,0,0,0.046558514,0,0
347,0,0.1685515,0,0,0.7083815,0,0,0,0,0.08165483
