id,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
409,0.8998781,0.011124055,0.01112446,0.011124381,0.011125314,0.011124527,0.011124004,0.011125591,0.011124494,0.0111251045
410,0,0,0,0.5153337,0.4807357,0,0,0,0,0
411,0.1142849,0,0,0,0.41718742,0.020559775,0,0,0,0.44343945
412,0.01667835,0.01667703,0.016678495,0.016677717,0.016678538,0.016677808,0.8498979,0.016677767,0.016677493,0.016678894
413,0.016695084,0.016695084,0.016695084,0.016695084,0.016695084,0.8497442,0.016695084,0.016695084,0.016695084,0.016695084
414,0,0,0,0,0.9946378,0,0,0,0,0
415,0,0,0,0,0,0,0,0.91808003,0,0
416,0.19457012,0,0,0.26019984,0.08784303,0,0.45237967,0,0,0
417,0,0,0.95038664,0,0.047206115,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0.9952536,0
419,0.014297913,0.014296577,0.014298855,0.014297789,0.014297494,0.014296993,0.014297228,0.014296063,0.014296354,0.8713248
420,0,0,0.9934218,0,0,0,0,0,0,0
421,0,0,0,0,0.96106696,0,0.035223935,0,0,0
422,0,0.55829185,0,0,0.43117303,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0.99290097,0
424,0.01668004,0.8498788,0.016679477,0.01667948,0.016679779,0.016681023,0.016679283,0.0166794,0.016681628,0.01668108
425,0,0,0,0.8411793,0.15439312,0,0,0,0,0
426,0,0,0,0,0,0,0.9356178,0,0,0
427,0.9884496,0,0,0,0,0,0,0,0,0
428,0.07010405,0,0,0,0,0,0,0,0,0.9246629
429,0,0,0,0,0,0,0,0,0.99229956,0
430,0,0,0.995259,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0.97854584,0
432,0.9774857,0,0,0,0,0,0,0,0,0
433,0,0,0,0,0.5791762,0,0.41630983,0,0,0
434,0.887331,0.012519231,0.012518845,0.012518541,0.012518193,0.012519229,0.012518521,0.0125175165,0.012518937,0.012519991
435,0.033392403,0.033392403,0.033392403,0.033392403,0.033392403,0.6994684,0.033392403,0.033392403,0.033392403,0.033392403
436,0,0,0,0.3381073,0.65697616,0,0,0,0,0
437,0.69316894,0,0,0,0,0,0,0.301514,0,0
438,0,0,0,0.9888683,0,0,0,0,0,0
439,0.2978647,0,0,0,0,0,0.69556904,0,0,0
440,0.8999103,0.011120434,0.011121571,0.011121222,0.011121644,0.011120897,0.011121265,0.011121124,0.011120687,0.011120868
441,0.0142997205,0.014299166,0.014299065,0.0142994765,0.014299906,0.014298387,0.87130296,0.014300519,0.014301499,0.014299331
442,0.9181244,0,0,0,0,0,0,0,0,0
443,0.8045925,0,0,0,0.19002697,0,0,0,0,0
444,0.029962434,0.011121611,0.01112295,0.011122567,0.011121691,0.011122245,0.011121147,0.8810632,0.011119816,0.011122312
445,0.5860369,0,0,0,0.4094368,0,0,0,0,0
446,0,0,0.3713354,0.2852609,0.3387807,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0.9928457,0
448,0,0,0.67928827,0,0.31489345,0,0,0,0,0
449,0,0,0,0,0,0.9470045,0,0,0,0
450,0,0,0,0,0,0,0,0,0.9249467,0
451,0,0,0.99307156,0,0,0,0,0,0,0
452,0.9916582,0,0,0,0,0,0,0,0,0
453,0.016684035,0.016683597,0.0166834,0.016683625,0.016684107,0.016683735,0.016684381,0.01668414,0.849845,0.016683985
454,0,0,0.022787623,0,0.97223336,0,0,0,0,0
455,0.9808265,0,0,0,0,0,0,0,0,0
456,0.21890838,0,0.4477699,0,0.32593945,0,0,0,0,0
457,0,0,0,0,0.99502003,0,0,0,0,0
458,0.8074627,0,0,0,0,0,0,0.18263568,0,0
459,0.010009821,0.010008832,0.010009432,0.010009166,0.010009202,0.9099176,0.01000886,0.010009045,0.0100090075,0.010009036
460,0,0,0,0,0.98144984,0,0,0.013381431,0,0
461,0.79298276,0,0,0,0,0,0,0,0.20151916,0
462,0.0125175845,0.01251616,0.012518634,0.012516655,0.012517161,0.012516989,0.88734746,0.012516392,0.012516528,0.012516457
463,0,0,0,0,0,0,0,0,0.96245295,0
464,0.6492752,0,0,0,0,0,0,0,0.34464437,0
465,0,0,0,0,0.9905179,0,0,0,0,0
466,0,0,0,0,0.9956786,0,0,0,0,0
467,0,0,0,0.99255675,0,0,0,0,0,0
468,0,0,0.052466758,0,0,0,0,0,0.64362997,0.29913792
469,0,0,0.9849689,0,0,0,0,0,0,0
470,0,0,0,0.9249099,0,0,0,0,0,0
471,0,0,0.7468994,0,0.11183518,0,0,0,0.13438374,0
472,0.012517937,0.012517153,0.012518067,0.012517249,0.012517526,0.88734454,0.012516913,0.0125170695,0.012516748,0.012516803
473,0,0,0,0.9931653,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0.9943562
475,0,0,0.29616353,0,0,0,0.68606865,0,0,0.013916751
476,0,0,0.77259934,0,0.22159229,0,0,0,0,0
477,0,0,0.12893298,0.86866015,0,0,0,0,0,0
478,0.012511685,0.8873934,0.012511807,0.012515999,0.012511296,0.012511568,0.012510975,0.012511308,0.012510615,0.01251131
479,0.28980786,0,0,0,0,0,0,0,0.704548,0
480,0,0,0.9249359,0,0,0,0,0,0,0
481,0,0,0.18703125,0,0,0,0.8100622,0,0,0
482,0,0,0,0.4764338,0,0,0,0,0.5104254,0
483,0,0,0,0,0.9899564,0,0,0,0,0
484,0,0,0,0,0,0,0.99157894,0,0,0
485,0,0,0,0.99518055,0,0,0,0,0,0
486,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
487,0.96656877,0,0,0,0,0,0,0,0,0
488,0,0,0,0.99243015,0,0,0,0,0,0
489,0.99360913,0,0,0,0,0,0,0,0,0
490,0,0,0,0.9910814,0,0,0,0,0,0
491,0.010006669,0.90994024,0.010006829,0.010007057,0.010006523,0.010006468,0.010006117,0.010006731,0.0100064175,0.0100069735
492,0,0,0,0,0,0.9920293,0,0,0,0
493,0.8792456,0,0,0,0.114483334,0,0,0,0,0
494,0,0,0,0,0,0.9807995,0,0,0,0
495,0,0,0,0.6199299,0,0,0.37442246,0,0,0
496,0,0,0,0,0,0,0,0,0,0.9248811
497,0,0,0,0.9819872,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0.98613614,0,0
499,0,0,0.22829038,0,0,0,0.3156986,0,0,0.45228907
500,0,0,0,0.9945706,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0.9939123,0
502,0,0,0,0.9898657,0,0,0,0,0,0
503,0,0,0,0.98858404,0,0,0,0,0,0
504,0,0,0,0,0,0.9895268,0,0,0,0
505,0,0,0,0.91811883,0,0,0,0,0,0
506,0.014298231,0.014296048,0.014298788,0.0142979715,0.014296995,0.014296623,0.87132454,0.014296687,0.014296421,0.014297718
507,0,0,0.99410284,0,0,0,0,0,0,0
508,0,0,0,0,0.9896433,0,0,0,0,0
509,0,0,0,0.9554533,0,0,0,0,0.04109325,0
510,0.8998767,0.011124084,0.011124562,0.0111246295,0.0111243455,0.011124801,0.011124541,0.011125206,0.011124667,0.011126397
511,0.40894592,0.58564115,0,0,0,0,0,0,0,0
512,0.19740254,0,0.7964852,0,0,0,0,0,0,0
513,0.011120181,0.011118687,0.011120754,0.011119549,0.011120844,0.011119125,0.011119561,0.899922,0.011120362,0.011118983
514,0,0,0,0,0.98655003,0,0,0,0,0
515,0.08521119,0,0,0,0,0,0,0.9092129,0,0
516,0.050119508,0.05011951,0.050119508,0.5489014,0.050119508,0.050119508,0.050119508,0.050119508,0.050119508,0.050142575
517,0,0,0,0,0.10454834,0.89134455,0,0,0,0
518,0.98041207,0,0,0,0,0,0,0,0,0
519,0,0,0,0.01870872,0,0,0,0,0.9714064,0
520,0,0,0.18658186,0,0,0,0.8083479,0,0,0
521,0.025013272,0.025012746,0.025012378,0.025013065,0.025013944,0.025010593,0.025011223,0.025013896,0.025016125,0.7748828
522,0,0.9936974,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0,0.99373716,0
524,0,0,0,0,0,0.99173045,0,0,0,0
525,0.010011037,0.010010448,0.010011205,0.010011127,0.010011732,0.010011022,0.010010297,0.010010776,0.010010724,0.9099016
526,0,0.6825267,0.21034537,0,0,0,0,0,0.10222372,0
527,0,0,0,0,0,0.99473333,0,0,0,0
528,0.025032977,0.025029037,0.025034057,0.025040166,0.02503573,0.02503077,0.7747045,0.025030544,0.025031267,0.025030946
529,0,0,0,0,0.28210112,0,0.7098866,0,0,0
530,0,0,0,0,0,0,0,0.9929579,0,0
531,0.9249295,0,0,0,0,0,0,0,0,0
532,0,0,0.10425745,0,0,0,0.88943124,0,0,0
533,0,0,0,0,0,0,0,0.9180972,0,0
534,0.03338698,0.03338713,0.03338701,0.03338698,0.033386983,0.033386983,0.033386983,0.6995151,0.03338863,0.03338727
535,0,0,0,0.9942985,0,0,0,0,0,0
536,0.016686099,0.016683884,0.016690642,0.8498207,0.01668665,0.016686179,0.016685283,0.016686374,0.016686982,0.016687226
537,0,0.75927675,0,0,0,0,0,0.23018458,0,0
538,0,0,0.9906169,0,0,0,0,0,0,0
539,0.48832875,0,0,0.3765272,0,0,0,0.11935226,0.011773281,0
540,0.8999083,0.011120747,0.011121485,0.011120942,0.011121706,0.011120941,0.011121889,0.0111222435,0.011120731,0.011120966
541,0.12467613,0,0,0,0,0.8643494,0,0,0,0
542,0,0,0,0,0,0,0,0.9882953,0,0
543,0,0,0,0,0,0.924944,0,0,0,0
544,0,0.2566633,0,0,0,0.72995937,0,0,0,0
545,0.033344112,0.033348646,0.033344314,0.03334253,0.03334633,0.033344395,0.033342082,0.03334527,0.03334876,0.6998936
546,0.0613236,0,0,0,0.934688,0,0,0,0,0
547,0.068179734,0,0.6704484,0,0,0,0,0,0.25730607,0
548,0.033357106,0.033358667,0.03335431,0.033355903,0.033357408,0.033358876,0.6997858,0.03335789,0.03335717,0.0333569
549,0.011126655,0.011126576,0.011127817,0.011126914,0.011126825,0.011127849,0.011127049,0.011126963,0.011127175,0.89985615
550,0.9951291,0,0,0,0,0,0,0,0,0
551,0,0,0,0,0.35544488,0.6406084,0,0,0,0
552,0.025110273,0.025105923,0.025113782,0.025112014,0.02510921,0.025107248,0.02510898,0.025106372,0.025119763,0.7740064
553,0,0,0,0,0,0,0,0,0,0.9965604
554,0,0,0,0,0,0,0,0,0.9306957,0
555,0.020020392,0.02001974,0.020019589,0.020018108,0.020019181,0.020018104,0.020018512,0.020018753,0.020018617,0.819829
556,0,0,0,0,0.15749638,0,0,0,0.8326001,0
557,0,0,0,0,0,0,0,0,0,0.99346876
558,0,0,0.74623555,0,0.24713898,0,0,0,0,0
559,0,0,0,0.7599296,0,0,0,0,0,0.23454498
560,0,0.9976773,0,0,0,0,0,0,0,0
561,0,0,0,0,0.838128,0,0,0,0,0.14955212
562,0,0,0,0,0,0,0,0,0.9931234,0
563,0,0,0,0,0.9947911,0,0,0,0,0
564,0.8506769,0,0.14640744,0,0,0,0,0,0,0
565,0.99382985,0,0,0,0,0,0,0,0,0
566,0,0,0,0,0.92488617,0,0,0,0,0
567,0,0,0.015868898,0,0.97827965,0,0,0,0,0
568,0,0,0.9506959,0.0216732,0,0,0,0,0.023194969,0
569,0,0,0.9944865,0,0,0,0,0,0,0
570,0,0,0,0.99436414,0,0,0,0,0,0
571,0,0,0,0.9944383,0,0,0,0,0,0
572,0,0,0,0,0.9920251,0,0,0,0,0
573,0,0,0,0,0,0,0.9922245,0,0,0
574,0.016693046,0.01669411,0.84976774,0.01669299,0.01669204,0.01669184,0.01669115,0.016692473,0.01669279,0.016691837
575,0,0,0,0,0.9937857,0,0,0,0,0
576,0,0,0,0,0,0,0.9470192,0,0,0
577,0.9959597,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0.9795257,0,0,0,0
579,0.9571044,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0.930677,0,0,0,0
581,0,0,0,0.9938282,0,0,0,0,0,0
582,0,0,0,0,0.2139897,0,0,0,0,0.78147924
583,0,0,0,0,0,0,0,0,0.99116445,0
584,0.012515709,0.012515341,0.012516167,0.012525428,0.012515742,0.012515888,0.8873474,0.012516261,0.012515633,0.012516465
585,0.014298102,0.87130815,0.014299526,0.01429861,0.014299221,0.014299558,0.014300481,0.01429876,0.014298866,0.014298703
586,0,0,0,0,0,0,0,0,0.9936871,0
587,0.011130791,0.011130835,0.0111312,0.01113071,0.011130782,0.011130563,0.011130775,0.011130796,0.011130545,0.899823
588,0.44779703,0,0,0,0.55005616,0,0,0,0,0
589,0,0,0,0,0,0.9181155,0,0,0,0
590,0,0,0,0,0,0,0,0,0.9399409,0
591,0,0,0,0,0.44159314,0,0.55030257,0,0,0
592,0,0.93565977,0,0,0,0,0,0,0,0
593,0,0,0.9953532,0,0,0,0,0,0,0
594,0,0,0,0,0.9949489,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0.99070364
596,0.9925534,0,0,0,0,0,0,0,0,0
597,0,0,0,0.99306947,0,0,0,0,0,0
598,0.89984316,0,0,0,0,0,0,0,0.09348008,0
599,0,0,0.1524406,0,0.79407406,0,0,0,0,0
600,0,0,0,0.9869456,0,0,0,0,0,0
601,0,0,0,0,0.99312323,0,0,0,0,0
602,0,0,0.9944345,0,0,0,0,0,0,0
603,0.033383567,0.03338595,0.69955426,0.03338177,0.033383057,0.033382505,0.0333823,0.033382554,0.0333813,0.03338275
604,0,0,0,0.9249489,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0,0.995683
606,0,0,0,0,0,0,0,0,0,0.9894028
607,0,0,0,0,0,0.94367594,0,0,0,0
608,0,0,0,0,0,0,0,0.92495847,0,0
609,0.010008548,0.010007508,0.9099269,0.010008133,0.010010125,0.010008123,0.010007756,0.010007598,0.010007841,0.01000752
610,0,0,0,0.15276064,0.4427713,0,0,0,0.40053007,0
611,0,0,0,0,0,0.9912531,0,0,0,0
612,0,0,0,0,0,0,0,0,0.924923,0
613,0.8873506,0.012516255,0.012516144,0.012516106,0.012517345,0.0125162145,0.012516081,0.0125169,0.012517174,0.012517112
614,0.10948592,0,0,0,0.88265866,0,0,0,0,0
615,0,0,0,0,0.6999595,0,0,0,0,0.29141617
616,0,0,0,0,0,0,0,0.9887442,0,0
617,0.7840394,0,0,0.028906938,0,0,0,0,0.18255761,0
618,0.020034097,0.020036101,0.020035407,0.020036288,0.020034723,0.020033935,0.020034099,0.020035489,0.020037336,0.8196825
619,0.22081326,0,0,0,0.77433157,0,0,0,0,0
620,0,0.4421488,0,0,0,0,0,0.55070037,0,0
621,0,0,0,0,0.060600642,0,0,0,0.9335458,0
622,0.047355883,0,0,0.5204421,0,0.42676663,0,0,0,0
623,0,0,0,0,0,0,0,0,0.98964393,0
624,0,0,0,0,0,0,0.7090653,0,0.28337684,0
625,0.025029141,0.025027469,0.025030166,0.025027085,0.025030788,0.025028575,0.025029177,0.02502893,0.025028117,0.7747406
626,0,0,0,0,0,0,0,0.9952301,0,0
627,0.98634934,0,0,0,0,0,0,0,0,0
628,0.016678859,0.84988976,0.016680392,0.01667804,0.016680242,0.016678553,0.016679045,0.016678467,0.016677754,0.016678918
629,0,0,0.11461836,0,0,0,0,0,0,0.88002706
630,0,0,0,0,0,0,0,0,0,0.9939137
631,0.012511053,0.5502576,0.012508672,0.012509115,0.012511246,0.012509564,0.012508939,0.01250967,0.012510294,0.34966382
632,0,0,0,0,0.99156934,0,0,0,0,0
633,0,0,0,0,0,0,0,0,0.9181119,0
634,0.21987627,0,0.30294055,0,0.042117476,0.0112090865,0,0.42205375,0,0
635,0.31028575,0,0,0,0.04251309,0.47168747,0,0,0.17115512,0
636,0,0,0,0,0,0,0,0,0.65563947,0.33824283
637,0.68188745,0,0,0,0,0,0,0,0.31039783,0
638,0,0,0,0,0.9939144,0,0,0,0,0
639,0.9934105,0,0,0,0,0,0,0,0,0
640,0,0,0.99236184,0,0,0,0,0,0,0
641,0.99229664,0,0,0,0,0,0,0,0,0
642,0.020022487,0.81978995,0.020022798,0.020022513,0.020023078,0.020021612,0.02002436,0.020022834,0.020024268,0.020026127
643,0.99165815,0,0,0,0,0,0,0,0,0
644,0,0,0,0.71954393,0,0,0,0,0,0.2719931
645,0,0,0,0,0,0,0,0,0.99164104,0
646,0.01668538,0.016684033,0.016685564,0.8498335,0.016685735,0.016684653,0.016685251,0.016684784,0.016685512,0.01668559
647,0.011123345,0.011122495,0.011123532,0.011123232,0.01112326,0.011124006,0.011122994,0.89988995,0.011123179,0.011123994
648,0,0,0,0,0,0,0,0.9937881,0,0
649,0,0.98844606,0,0,0,0,0,0,0,0
650,0.012521517,0.012520858,0.012526419,0.01252089,0.88730425,0.012521037,0.012521016,0.0125240395,0.012519881,0.012520124
651,0.7385382,0,0,0.09855544,0,0.15987061,0,0,0,0
652,0,0,0.98829687,0,0,0,0,0,0,0
653,0.014300174,0.0143005485,0.8712974,0.014300069,0.014303323,0.014298687,0.01429901,0.014301092,0.0142993545,0.014300324
654,0,0,0.99407315,0,0,0,0,0,0,0
655,0.63774663,0,0.35490656,0,0,0,0,0,0,0
656,0,0,0,0.9945673,0,0,0,0,0,0
657,0.010011608,0.010012346,0.9098915,0.010011928,0.010011743,0.010011947,0.010011687,0.010013487,0.0100119,0.010011891
658,0,0,0,0,0,0.9928497,0,0,0,0
659,0.014296253,0.0142939715,0.014295337,0.0142949065,0.014294732,0.014296606,0.87134296,0.014294781,0.01429614,0.014294289
660,0,0,0,0,0,0,0,0,0,0.981619
661,0,0.09831437,0,0,0.5762789,0,0,0,0,0.32205552
662,0,0,0.9940728,0,0,0,0,0,0,0
663,0.7401934,0,0,0,0,0.17613566,0,0,0,0.07917649
664,0,0,0,0,0.4136647,0,0.5777163,0,0,0
665,0,0,0,0,0,0.99040973,0,0,0,0
666,0.0143083865,0.014307349,0.014307714,0.014308629,0.014307687,0.014307457,0.014307654,0.01430756,0.014309878,0.8712277
667,0.9957047,0,0,0,0,0,0,0,0,0
668,0,0,0.949096,0,0,0,0,0,0,0.046836574
669,0,0,0,0,0.9963526,0,0,0,0,0
670,0.08681094,0,0,0,0,0,0.9075453,0,0,0
671,0.99241424,0,0,0,0,0,0,0,0,0
672,0,0,0.9923648,0,0,0,0,0,0,0
673,0.011122763,0.89990765,0.0111220945,0.011120721,0.0111222705,0.011121614,0.011120066,0.0111211995,0.01112027,0.011121318
674,0,0,0,0,0.99009734,0,0,0,0,0
675,0.8455404,0.14667974,0,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0,0,0,0.99267393
677,0.011119832,0.011117292,0.89993405,0.011117985,0.011119363,0.011117888,0.011118485,0.011118145,0.011118581,0.011118318
678,0,0,0,0,0.08155459,0,0,0,0.90778035,0
679,0,0,0,0,0,0,0,0,0.99454117,0
680,0.4783899,0,0,0,0.3259138,0,0,0.1894902,0,0
681,0,0,0,0,0,0,0.07519689,0,0,0.9204467
682,0,0,0.34000367,0,0.65541804,0,0,0,0,0
683,0.43214628,0,0,0,0,0.15024804,0,0,0.4134577,0
684,0.93560755,0,0,0,0,0,0,0,0,0
685,0.17823935,0,0,0,0,0,0,0.80656487,0,0
686,0.012516665,0.0125188865,0.012516203,0.012516003,0.01251706,0.012516978,0.8873481,0.012515937,0.012515677,0.012518515
687,0.9099351,0.010006931,0.010007196,0.010007154,0.010007767,0.010007629,0.010007017,0.010007204,0.01000701,0.010007019
688,0,0,0,0,0,0.82860214,0,0.16286705,0,0
689,0.46723783,0,0,0.46559313,0,0.06420631,0,0,0,0
690,0,0,0.9525867,0,0,0,0,0,0,0
691,0.8938069,0,0,0,0,0,0,0,0.10007599,0
692,0,0.949955,0,0,0,0,0,0,0,0
693,0,0,0,0,0.6768452,0,0,0,0.31717327,0
694,0.41323707,0,0.030599453,0,0,0.5533563,0,0,0,0
695,0.016680887,0.016685348,0.016680408,0.016680367,0.016680932,0.016680177,0.84986925,0.016681088,0.016680786,0.016680714
696,0,0,0,0,0.3559512,0,0,0,0,0.6407799
697,0,0,0.9306938,0,0,0,0,0,0,0
698,0,0,0.9799822,0,0,0,0,0,0,0
699,0,0,0,0,0.9181151,0,0,0,0,0
700,0.011124369,0.011121744,0.011122781,0.8998951,0.011122884,0.011122869,0.011122533,0.011122611,0.011121905,0.01112321
701,0,0,0,0,0,0,0.9947922,0,0,0
702,0,0,0,0.994299,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0.9941809,0
704,0,0,0,0,0,0,0,0,0.9932779,0
705,0.9934735,0,0,0,0,0,0,0,0,0
706,0.014299713,0.014298103,0.014298962,0.014300544,0.014299458,0.014299283,0.87130696,0.014299327,0.014298209,0.014299475
707,0,0,0,0,0,0,0.9867559,0,0,0
708,0,0,0.9912516,0,0,0,0,0,0,0
709,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.0334035,0.6993685
710,0,0,0,0,0.9951835,0,0,0,0,0
711,0,0,0,0,0,0,0.9922259,0,0,0
712,0.27402768,0,0.7214639,0,0,0,0,0,0,0
713,0,0,0,0,0.30365214,0,0,0,0.68536294,0
714,0.97690666,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0.9946704,0,0,0
716,0.69987535,0.033342496,0.033348545,0.03334413,0.03334863,0.03334741,0.03334729,0.03335036,0.033345688,0.03335008
717,0,0,0,0,0,0,0.91806895,0,0,0
718,0,0,0,0.20227139,0,0,0,0,0,0.79317194
719,0,0,0,0,0,0,0.9888816,0,0,0
720,0.112136655,0,0,0,0.88406605,0,0,0,0,0
721,0.849801,0.016687693,0.016689232,0.01668782,0.016690578,0.016687943,0.01668822,0.016689297,0.016688706,0.016689476
722,0,0,0,0.8852016,0,0,0,0,0.110584624,0
723,0,0,0,0,0,0.9917349,0,0,0,0
724,0,0,0.9356617,0,0,0,0,0,0,0
725,0.020021874,0.020027561,0.81979096,0.020021733,0.020023141,0.020022992,0.020021776,0.020022118,0.02002213,0.020025697
726,0.012506965,0.012506651,0.012506653,0.012507183,0.012508153,0.012506563,0.01250909,0.88743323,0.012507864,0.012507649
727,0,0,0,0,0,0.9923631,0,0,0,0
728,0,0,0,0,0.93056715,0,0,0,0,0
729,0,0,0,0,0,0,0.9876462,0,0,0
730,0,0,0,0,0,0,0,0.9181258,0,0
731,0,0,0,0,0.4662106,0,0,0,0.524677,0
732,0,0,0,0,0.93565214,0,0,0,0,0
733,0.012509273,0.01250747,0.012508844,0.0125090545,0.012507885,0.88742477,0.012508039,0.012508051,0.012508791,0.012507838
734,0,0,0.99301857,0,0,0,0,0,0,0
735,0.010009136,0.010008287,0.010009323,0.01001161,0.010009274,0.9099139,0.010009196,0.010009266,0.010009521,0.01001049
736,0.0333631,0.033357956,0.03335877,0.033358566,0.03336048,0.033359542,0.03335852,0.033357978,0.033360433,0.6997646
737,0,0,0,0,0,0,0,0,0,0.99010223
738,0.9952758,0,0,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0,0.9920959,0,0
740,0,0,0,0,0,0,0,0,0.9923491,0
741,0,0,0.99080443,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0.99332255
743,0,0.91814864,0,0,0,0,0,0,0,0
744,0,0,0,0.9936506,0,0,0,0,0,0
745,0.94105345,0,0.048248418,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0.9897613,0,0
747,0,0,0,0,0,0,0,0.97855234,0,0
748,0,0,0,0,0,0,0,0,0.9952833,0
749,0,0,0,0,0,0,0,0.610497,0,0.38535133
750,0,0,0.3197736,0,0,0.6735485,0,0,0,0
751,0,0,0,0,0,0,0.99418575,0,0,0
752,0,0,0,0,0,0,0,0,0,0.93994874
753,0.25006074,0,0,0.14753495,0.16854744,0,0,0,0.3900595,0.038296983
754,0.033373058,0.69964,0.03337545,0.033373073,0.033373058,0.033373058,0.033373058,0.033373076,0.033373114,0.033373058
755,0.9961131,0,0,0,0,0,0,0,0,0
756,0,0.9470021,0,0,0,0,0,0,0,0
757,0.99173695,0,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0,0.99321723
759,0.6144555,0,0,0,0,0,0.38030523,0,0,0
760,0,0,0,0,0.63377225,0,0,0,0,0.29334697
761,0.39015305,0,0,0.351509,0,0.2532463,0,0,0,0
762,0,0,0.021421978,0,0,0,0,0,0.971604,0
763,0,0,0,0,0,0,0,0,0.9939485,0
764,0,0,0,0.9924867,0,0,0,0,0,0
765,0,0,0.99350905,0,0,0,0,0,0,0
766,0.55184966,0,0,0,0,0,0.4452354,0,0,0
767,0,0,0,0,0,0,0,0.99351734,0,0
768,0,0,0.36576855,0,0.31167063,0,0,0,0.3163921,0
769,0,0,0,0,0.99395525,0,0,0,0,0
770,0,0,0.42990115,0.49742547,0.069918886,0,0,0,0,0
771,0,0,0,0,0.94762903,0,0,0,0.049790405,0
772,0,0,0,0,0.99080783,0,0,0,0,0
773,0.5486164,0.050153736,0.050153732,0.050153732,0.050153732,0.050153732,0.050153732,0.050153732,0.050153732,0.050153732
774,0,0,0.6627383,0,0.08034709,0,0,0,0,0.25297186
775,0,0,0,0,0.93561983,0,0,0,0,0
776,0.6673607,0,0,0.31628808,0,0,0,0,0,0
777,0.014294845,0.01429279,0.8713488,0.0142949335,0.01429581,0.014294116,0.0142950425,0.014295353,0.014293552,0.014294716
778,0,0,0.5686928,0,0,0,0,0,0,0.425046
779,0,0,0.059370715,0,0,0.9367758,0,0,0,0
780,0,0,0,0,0,0,0.71462625,0,0,0.27781242
781,0.6447609,0,0,0,0,0,0,0,0,0.3515961
782,0.010011646,0.010011596,0.010011905,0.010011527,0.90989405,0.010013668,0.010011288,0.010011061,0.010011252,0.010012009
783,0,0,0,0,0,0,0,0.9499656,0,0
784,0,0,0,0,0,0.37350816,0,0,0,0.55370444
785,0.016678205,0.016678065,0.016678372,0.016680017,0.016678369,0.0166791,0.016679185,0.016679011,0.84989136,0.01667829
786,0,0,0.9910556,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0.99332654,0
788,0,0,0,0,0,0,0.99360996,0,0,0
789,0,0,0,0.91808856,0,0,0,0,0,0
790,0,0,0,0,0.9918771,0,0,0,0,0
791,0,0,0.9917329,0,0,0,0,0,0,0
792,0.9883343,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0.9945403,0,0
794,0.97350293,0,0,0,0,0,0,0,0,0
795,0.011123596,0.011123654,0.011123588,0.011123276,0.89988565,0.011123915,0.011123582,0.011123828,0.011123921,0.011124995
796,0.9912499,0,0,0,0,0,0,0,0,0
797,0.87121403,0.014308976,0.014309681,0.0143090505,0.014309521,0.014309837,0.014310633,0.014309212,0.014309823,0.014309233
798,0,0,0,0,0,0,0,0,0.93565035,0
799,0,0,0.6145109,0.06662323,0.16544859,0,0,0,0.14943871,0
800,0.0369385,0,0,0,0,0,0,0,0.9537481,0
801,0,0,0,0,0,0,0.98969966,0,0,0
802,0,0.993473,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0.93072397
804,0.2952934,0,0,0,0,0.69707316,0,0,0,0
805,0,0,0,0,0,0,0,0,0.9957293,0
806,0,0,0,0,0.07844888,0.9156497,0,0,0,0
807,0,0,0,0.9499652,0,0,0,0,0,0
808,0,0,0,0,0,0,0.9937401,0,0,0
809,0,0,0,0.992298,0,0,0,0,0,0
810,0.24294502,0,0.14522338,0,0,0,0,0.6055202,0,0
811,0,0,0,0.9957102,0,0,0,0,0,0
812,0,0,0,0.61070174,0.14960305,0,0,0.13363911,0.10112379,0
813,0,0,0,0,0.9960814,0,0,0,0,0
814,0,0,0.9952781,0,0,0,0,0,0,0
815,0.5233333,0,0,0,0.465003,0,0,0,0,0
816,0,0,0,0,0,0.98799014,0,0,0,0
817,0.34864244,0,0,0.08459522,0.47035423,0,0.0932883,0,0,0
